# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Fri Sep 29 00:39:57 AEST 2023 [seed=1695911996768]
# -beagle -overwrite out.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent	BA.2.86.rate	tmrca(BA.2.86)	age(BA.2.86)	coefficientOfVariation	covariance
17000	-55735.81341293123	-658.0917499058883	-55077.721663025346	1.9151453376726986	2021.799854662327	31.018219686141173	1.6283714813116796	-0.19060084764831342	0.9398333677630248	1.0294773047384158	0.9280648159714084	0.99400770631927	1.1162098997725747	0.9924069054353066	0.2963333175444142	0.1821081225942354	0.19067385722710747	0.3308847026342428	0.038755070734912196	0.0015356106560130874	0.001551104625011414	-55077.721663025346	0.0	-654.3486997312898	0.002079767260116588	2023.2076788455981	2023.2076788455981	0.012633851328656163	-0.0018049968139063719
18000	-55661.842025542326	-659.9999883090352	-55001.84203723329	1.9155399152428116	2021.7994600847571	30.81237122855878	1.6313937042615838	-0.23500544765589493	0.9345588320490298	1.0289785876895825	0.9042469297721044	0.9950851091104963	1.1333196352543355	1.003810906124452	0.2963333175444142	0.18422355093239778	0.19067385722710747	0.32876927429608044	0.026142726109012398	0.0015489286967735067	0.0015585043303791473	-55001.84203723329	0.0	-656.3249042639288	0.0018829983266833012	2023.2076788455981	2023.2076788455981	0.007690864204847948	-0.0018049968139063652
19000	-55607.96924867884	-663.0215020674096	-54944.94774661143	1.9112629732690007	2021.803737026731	30.5750521880586	1.676811314806215	-0.18453151763505282	0.9217629245494983	1.0251519611810802	0.9080728847347638	0.9886139766549732	1.140339787566739	1.016058465312946	0.2977133728046962	0.1789283264410659	0.1939930732794976	0.3293652274747403	0.026383503423876	0.0015051272900173309	0.001515135530146199	-54944.94774661143	0.0	-659.3797708746284	0.0018312168557223804	2023.2076788455981	2023.2076788455981	0.007725608692493892	-0.0018049968139063571
20000	-55554.78321424129	-661.2543414159281	-54893.52887282536	1.9095384643174145	2021.8054615356825	30.29960649696059	1.5790347369609534	-0.28927050899269746	0.9217629245494983	1.0251519611810802	0.9017332700276193	0.9949535913621177	1.140339787566739	1.016058465312946	0.29141527873555273	0.17867980464283068	0.1930142510669412	0.3368906655546754	0.024752411719076627	0.0015745090762039526	0.0015899952074249352	-54893.52887282536	0.0	-657.5183382572556	0.002074534287136285	2023.2076788455981	2023.2076788455981	0.011322961311558329	-0.0018049968139063387
21000	-55460.49179986312	-667.3800860396105	-54793.11171382351	1.8813314515989024	2021.833668548401	30.46010482457691	1.7243106188589954	-0.15852684962752717	0.9156516680459703	1.0232957806477336	0.9012530152230618	0.9899484924894857	1.1573770214687038	1.0124740221250452	0.2909836235637297	0.17867980464283068	0.19506620020684376	0.33527037158659584	0.01497729947276496	0.0015989308920102213	0.0016164450938596319	-54793.11171382351	0.0	-663.643294468865	0.0021723733321273152	2023.2076788455981	2023.2076788455981	0.012786472466626213	-0.0018049968139063845
22000	-55404.22658269628	-673.2205901894604	-54731.00599250682	1.8884238321025464	2021.8265761678974	30.720529369467332	1.8631210789094867	-0.15852684962752717	0.8906602048396184	1.0331991488655736	0.9012530152230618	0.9883394672871942	1.1573770214687038	1.0291711423158485	0.2909836235637297	0.17867980464283068	0.19364491650334487	0.33669165529009476	0.02987804487569586	0.0015328070947921626	0.0015522110070595573	-54731.00599250682	0.0	-669.4741041637094	0.002173553362193352	2023.2076788455981	2023.2076788455981	0.014902406265329312	-0.0018049968139063478
23000	-55373.85170874657	-680.4153567259103	-54693.43635202066	1.8796163761226838	2021.8353836238773	31.137127877249714	1.8941050495301142	-0.19888156715966598	0.9141349838202626	1.0288701246492558	0.9012530152230618	0.9883394672871942	1.1573770214687038	1.0100253875515222	0.2877168834960867	0.18194654471047372	0.19364491650334487	0.33669165529009476	0.027315150868643914	0.0015071219492826457	0.0015110345261588804	-54693.43635202066	0.0	-676.8259336590904	0.0016355371831491825	2023.2076788455981	2023.2076788455981	0.0030388537711945303	-0.0018049968139063604
24000	-55323.81634796756	-680.7960736770509	-54643.02027429051	1.8683986096308536	2021.846601390369	31.239783424318283	1.7557015919951742	-0.19888156715966598	0.9105494509248808	1.0436642232288196	0.9012530152230618	0.9710032054563418	1.1775334092078615	0.9959966959590347	0.29075740963845476	0.1792428809729041	0.19629761842680715	0.33370209096183406	0.030158145311415908	0.0014801885363523839	0.0014798860432742747	-54643.02027429051	0.0	-677.2665642996625	0.0014702276366193212	2023.2076788455981	2023.2076788455981	2.4003467151541145E-4	-0.0018049968139063665
25000	-55250.948362501666	-683.9550145856884	-54566.99334791597	1.8417567555086292	2021.8732432444913	31.178827062511886	1.6968507042693233	-0.21551427919004063	0.9065791212664984	1.0535580204563608	0.9012530152230618	0.9534895617414776	1.1986950181616678	0.9864252631509337	0.29075740963845476	0.1792428809729041	0.19629761842680715	0.33370209096183406	0.03831176372649748	0.0014722591882721093	0.0014812890938512735	-54566.99334791597	0.0	-680.3305081020197	0.0017181015842789435	2023.2620539087452	2023.2620539087452	0.005954824669748388	-0.00180499681390636
26000	-55219.071323808545	-688.5190334766123	-54530.55229033193	1.8427106763766568	2021.8722893236234	31.736266391493334	1.9176612836642017	-0.09499094495214999	0.9080409312716674	1.050039394662504	0.8955773203294582	0.9468396341582547	1.2130774564271822	0.9864252631509337	0.29333184167836546	0.1792428809729041	0.19484355519041596	0.3325817221583145	0.03215917972009211	0.0014139453714906922	0.001426420862221635	-54530.55229033193	0.0	-684.9160970191159	0.0017905280705719198	2023.168652209424	2023.168652209424	0.009496625791449484	-0.0018049968139063316
27000	-55187.429679973495	-681.0735743140222	-54506.35610565947	1.8403466571108626	2021.8746533428891	31.44938450807449	1.8966677080735725	-0.033184876905483884	0.9104646430794329	1.050039394662504	0.8879926800907887	0.9524256534785613	1.2130149204588943	0.9860627082298191	0.29389786151173447	0.17834509438014923	0.1916670673805777	0.3360899767275386	0.024349035019874204	0.001467598425715989	0.0014796446519509665	-54506.35610565947	0.0	-677.4631374139932	0.0018266685759725629	2023.168652209424	2023.168652209424	0.008724200290578953	-0.0018049968139063352
28000	-55147.28919932358	-694.1049069229064	-54453.18429240068	1.838136832077635	2021.8768631679222	32.03618704505118	1.9393460180409545	-0.10493896593589302	0.9028395501364941	1.050039394662504	0.8956177730337275	0.9524256534785613	1.2130141295744143	0.986063499114299	0.29567908367564016	0.18488796115004733	0.19102010652203713	0.3284128486522754	0.02081100574067591	0.0015078075900072266	0.0015220596674142962	-54453.18429240068	0.0	-690.4399867040844	0.001973176268295078	2023.168652209424	2023.168652209424	0.01100447809344453	-0.00180499681390633
29000	-55097.75578579738	-693.0599375898083	-54404.69584820757	1.8293152600158422	2021.885684739984	31.918805261519466	1.9070400201537665	-0.16342595076128874	0.8995810355725101	1.046893848617502	0.8961360312462561	0.957314170599332	1.2290226953374908	0.9710522186269095	0.29567908367564016	0.18516316809733357	0.19257399766707464	0.3265837505599516	0.040017149379438455	0.0013512745719300538	0.0013637752399867915	-54404.69584820757	0.0	-689.4681448560334	0.0017552500418168196	2023.168652209424	2023.168652209424	0.010659454075209965	-0.001804996813906364
30000	-55038.8868066912	-723.5472411429399	-54315.33956554826	1.8357831540868408	2021.879216845913	33.12824146768303	1.9685273608248235	-0.16723917372106967	0.9013492192664073	1.0654369669086725	0.8852960596909751	0.9480110763265035	1.2296839036117289	0.9702227741957128	0.2951277257124748	0.18296891436840995	0.1913136355563977	0.3305897243627175	0.0562199992414097	0.00136274424254217	0.0013653317457241116	-54315.33956554826	0.0	-720.0165270034207	0.0014493099296036872	2023.1672557452328	2023.1672557452328	0.0022656094839581496	-0.0018049968139063246
31000	-55015.81883067147	-724.382465982368	-54291.43636468911	1.8247916744136576	2021.8902083255862	33.17609300816103	1.904463708828434	-0.16723917372106967	0.8856094749644869	1.060894837732082	0.8852960596909751	0.9635283419330928	1.2316705005785475	0.9730007851008157	0.2951277257124748	0.18296891436840995	0.1913136355563977	0.3305897243627175	0.04359658861381058	0.0013498250060554949	0.001370522222384043	-54291.43636468911	0.0	-720.6995356926126	0.0020642755746393703	2023.1671346356814	2023.1671346356814	0.0188664890978268	-0.0018049968139063183
32000	-55004.95070148299	-730.977362033792	-54273.97333944919	1.829418924439631	2021.8855810755604	33.63933897917217	2.095752738532953	-0.1921747793587829	0.8926642401022231	1.0577417684873125	0.8621121506928486	0.9772242037707626	1.2256705303221742	0.984587106624679	0.2948441620375439	0.18325247804334086	0.1909198122970681	0.3309835476220471	0.04629255050166556	0.0013345837943346383	0.0013616848479802949	-54273.97333944919	0.0	-727.2443612126942	0.002255042096744695	2023.1671346356814	2023.1671346356814	0.024579106030228857	-0.0018049968139063571
33000	-55011.84639617621	-734.6168036103949	-54277.22959256582	1.8419672595438006	2021.8730327404562	33.59663313772914	2.0794074558827416	-0.26232377082737934	0.8840202427136027	1.0611410620970967	0.8502306720473458	0.9895535426869493	1.2304673738303267	0.984587106624679	0.29645470715142846	0.18325247804334086	0.1909198122970681	0.32937300250816254	0.04549013221498501	0.0014122299487016093	0.001427830371969578	-54277.22959256582	0.0	-730.9231605567327	0.001957762152654228	2023.1671346356814	2023.1671346356814	0.01377178756049229	-0.0018049968139063578
34000	-54969.80289568747	-734.0620254718548	-54235.74087021562	1.832457524032402	2021.8825424759675	33.90023891015684	2.0080850972004054	-0.21320240618967956	0.9003849295589935	1.0588193830319501	0.8478514232785789	0.9776553014545203	1.237701574971249	0.9775873877047085	0.29483156739452093	0.18556469358193856	0.18813983414560306	0.3314639048779374	0.02878229176717443	0.0012975390555045462	0.0013148518050382048	-54235.74087021562	0.0	-730.4611507326174	0.0019195783487348877	2023.1671346356814	2023.1671346356814	0.01708918306260612	-0.0018049968139063645
35000	-54943.282531751116	-748.981530475107	-54194.301001276006	1.8143882630406625	2021.9006117369593	34.32018410343103	2.17986940087796	-0.2718593257076458	0.891574305874144	1.0587150764602895	0.8478514232785789	0.9776553014545203	1.2556860741579663	0.9685178187745016	0.29483156739452093	0.1783983705744444	0.18994750434290802	0.33682255768812663	0.03390993174340844	0.0012791534469388927	0.0012926184736217075	-54194.301001276006	0.0	-745.4125054965265	0.0017689388541781716	2023.1671346356814	2023.1671346356814	0.01365087245804489	-0.0018049968139063383
36000	-54928.29044563695	-746.1899254392149	-54182.10052019774	1.79052239026252	2021.9244776097373	34.0204018855803	2.0307646523402254	-0.21507134404582406	0.8973009012070218	1.0565281717583572	0.8478514232785789	0.9827978773404195	1.258997885906696	0.9565237405089272	0.29483156739452093	0.17759521701016268	0.19075065790718976	0.33682255768812663	0.04298133239567227	0.0012278000721725494	0.0012423870556404462	-54182.10052019774	0.0	-742.6382981574963	0.0017439284540915723	2023.1671346356814	2023.1671346356814	0.014986030314322598	-0.0018049968139063227
37000	-54903.153143808086	-743.9912682760109	-54159.161875532074	1.7931684303109827	2021.921831569689	33.815792019885706	2.096571494224275	-0.24842162400733336	0.9041313711213305	1.0556281313542484	0.8347567452482365	0.9890215820339929	1.2722395788138088	0.9442225914283832	0.29483156739452093	0.1799228703439402	0.19075065790718976	0.3344949043543491	0.03066990496570193	0.001340278432097757	0.0013454657251863586	-54159.161875532074	0.0	-740.4853539264703	0.001522715532805193	2023.1671346356814	2023.1671346356814	0.0048543563683426496	-0.001804996813906366
38000	-54895.812068139	-742.3853847084348	-54153.42668343057	1.791852383132158	2021.9231476168677	33.740929986119006	1.969148701884684	-0.21014694747335305	0.9041313711213305	1.0556281313542484	0.8393881020410222	0.9821658908105251	1.2722395788138088	0.9464469258590653	0.29483156739452093	0.1799228703439402	0.19075065790718976	0.3344949043543491	0.02886353324821123	0.0013933554149524541	0.0014097711577469763	-54153.42668343057	0.0	-738.731632026562	0.00198278126004353	2023.1671346356814	2023.1671346356814	0.015080728352820934	-0.0018049968139063196
39000	-54886.62189563113	-735.1262537031203	-54151.495641928006	1.8169037392886707	2021.8980962607113	33.78209086574217	1.9247199151777736	-0.22975212329680517	0.9041313711213305	1.048090389627811	0.8393881020410222	0.9744114974557747	1.2834769416002454	0.9505016981538164	0.2962225364540516	0.17988445539479284	0.19075065790718976	0.33314235024396577	0.04644969030893362	0.0012932187076798202	0.0013124940865116605	-54151.495641928006	0.0	-731.46298635006	0.0020256268062664442	2023.1671346356814	2023.1671346356814	0.020186316215298875	-0.0018049968139063498
40000	-54835.981896668076	-738.6357129243218	-54097.34618374376	1.8045849059934902	2021.9104150940063	34.104931566118424	2.0228792732511973	-0.20683999247006324	0.9041313711213305	1.0389997266962083	0.8416969039743654	0.970708310944712	1.3081012809441055	0.9363624063192785	0.2962225364540516	0.17787703032081842	0.19075065790718976	0.33514977531794016	0.017149477475938073	0.0012908958600987477	0.0013168664698782358	-54097.34618374376	0.0	-734.9714528753084	0.002280580121660685	2023.1671346356814	2023.1671346356814	0.02731937618575106	-0.001804996813906332
41000	-54830.11333907671	-749.2835215514516	-54080.829817525264	1.7946969632705592	2021.9203030367294	34.31746437340223	2.0955707741066028	-0.2610656033308121	0.8987223707778822	1.0389997266962083	0.8416969039743654	0.9816882860204608	1.3051485178954454	0.9337441946356381	0.29271479046983606	0.18615098093512425	0.19056537009472274	0.33056885850031686	0.019606882568554213	0.0012703694022834747	0.001289642896312519	-54080.829817525264	0.0	-745.6824208288613	0.0020094179703036156	2023.1671346356814	2023.1671346356814	0.020735301627485384	-0.001804996813906332
42000	-54794.59948868477	-742.5353160985616	-54052.06417258621	1.8061968905654213	2021.9088031094345	33.693526420727764	2.1782378950359944	-0.2133664133171742	0.9011129797298656	1.0327504892200374	0.8373728733474045	0.9860123166474216	1.3098580595847227	0.9328932814705484	0.294647725106801	0.17606820310595583	0.19056537009472274	0.33871870169252033	0.03898153461370358	0.0013117875300801725	0.0013272720619523955	-54052.06417258621	0.0	-738.9275425200273	0.0018440686059295224	2023.252351388537	2023.252351388537	0.014465788488664895	-0.001804996813906366
43000	-54788.88519235211	-746.4014519282101	-54042.48374042389	1.8039897236176614	2021.9110102763823	33.8274031712271	2.36340784280032	-0.09509472676554576	0.9191201466001865	1.0244177487205377	0.8283384678395275	0.9858773598722037	1.31883117725446	0.9234150997130847	0.2931849817982002	0.18476522515279784	0.19056537009472274	0.3314844229542791	0.049478503702728834	0.0013122322868131726	0.0013334597244017447	-54042.48374042389	0.0	-742.7261245699831	0.00205539992635564	2023.2384042200754	2023.2384042200754	0.020186079891833013	-0.0018049968139063218
44000	-54766.49542307824	-749.1482343002408	-54017.347188777996	1.8099613003949415	2021.905038699605	34.07679909254146	2.289685686750362	-0.02565612948212137	0.9191201466001865	1.0217254665524322	0.8320241820445929	0.9744608308146611	1.3294064484138783	0.9232629255742492	0.2926478008322325	0.1840002912375059	0.19031042592914862	0.33304148200111283	0.043408380734438715	0.0013204517466351778	0.001334783834402865	-54017.347188777996	0.0	-745.5596938529861	0.001795578275451503	2023.2384042200754	2023.2384042200754	0.012828524337163756	-0.0018049968139063348
45000	-54730.3363346263	-750.553398455608	-53979.78293617069	1.8301530547773364	2021.8848469452225	34.15003439020532	1.896723884308379	-0.2597120811985052	0.9195835348446156	1.0217254665524322	0.8320241820445929	0.9822644400527276	1.3294064484138783	0.9149959280917535	0.29125442878809427	0.1851412588349798	0.190562830375813	0.33304148200111283	0.04680044840905912	0.0012527597432160742	0.0012754597842005349	-53979.78293617069	0.0	-746.891722840159	0.0020700378400263786	2023.2384042200754	2023.2384042200754	0.023250402826023444	-0.0018049968139063467
46000	-54698.26238099013	-759.4282189018737	-53938.83416208826	1.8655874163109203	2021.849412583689	34.45518998035297	1.8435505064379618	-0.3193469446503494	0.9171759596707628	1.0217254665524322	0.8446384679550452	0.9552129424438437	1.3389345057235527	0.9223126576543638	0.29125442878809427	0.1851412588349798	0.190562830375813	0.33304148200111283	0.04806495870558318	0.0012739758612492352	0.0012862096483369633	-53938.83416208826	0.0	-755.8563597791098	0.001686189586669191	2023.2384042200754	2023.2384042200754	0.011536424579075926	-0.0018049968139063318
47000	-54671.07863230847	-754.0937119452316	-53916.98492036324	1.8589161853251206	2021.8560838146748	34.650659610267454	1.9080356186484428	-0.28474235759202404	0.9151748086212239	1.023434866292347	0.8437162708156157	0.9460032020204635	1.3449067893455016	0.9267640629048487	0.296746584225101	0.18450366564463408	0.19162425929369076	0.32712549083657416	0.027174566963038365	0.001285821249838245	0.0012837197561132178	-53916.98492036324	0.0	-750.7304728324847	0.0012145396837253747	2023.2384042200754	2023.2384042200754	0.0019774977272780003	-0.0018049968139063608
48000	-54666.49744807785	-751.1807534369599	-53915.31669464089	1.8615995985164722	2021.8534004014834	34.311195037772	1.873686673796084	-0.29621830602457844	0.918445769570858	1.0283276960799703	0.8355524800783583	0.9510162143770531	1.3449067893455016	0.9217510505482591	0.29407560343508293	0.1776231747136762	0.1962435730988923	0.3320576487523486	0.042199600265794425	0.0012358670672715474	0.0012554220573440219	-53915.31669464089	0.0	-747.5809488779166	0.0018833196544553415	2023.2384042200754	2023.2384042200754	0.0186739231936222	-0.0018049968139063294
49000	-54660.70514423495	-746.5196051151376	-53914.18553911981	1.8273222044926722	2021.8876777955072	34.057920527340514	1.9148643752893708	-0.2880884622947406	0.918445769570858	1.0392569638458835	0.8235695742934984	0.9510162143770531	1.3481472546743722	0.9195642232383349	0.29407560343508293	0.18398970764361422	0.19140837847040768	0.33052631045089514	0.045755864359834954	0.0012249659891495057	0.0012382305097864603	-53914.18553911981	0.0	-742.9675982649613	0.001710113597341579	2023.2384042200754	2023.2384042200754	0.014119516118237372	-0.001804996813906335
50000	-54648.749640643735	-751.5957443924624	-53897.15389625127	1.8076723321286265	2021.9073276678712	34.22788695083728	1.8630081617364167	-0.34778901863718925	0.9282383203254153	1.038655798162073	0.8109636033451953	0.9516173800608637	1.351520197716545	0.9190047003899079	0.2935483779036076	0.1809084969441265	0.19140837847040768	0.3341347466818582	0.03895443492152101	0.0012910081611191692	0.0013050535321258324	-53897.15389625127	0.0	-747.9963703835982	0.0018072789008417912	2023.2384042200754	2023.2384042200754	0.014256612608586587	-0.0018049968139063357
